,Unnamed: 0,Unnamed: 0.1,lugares,LAT_google,LON_google,labels,Quotes,Position,cluster_label,day,Quotes_total
20,771.0,1016.0,the famous Bridge of Angels,41.901788,12.4664617,LIB,"<b>771</b><br>And as if that were not enough, leading solely and directly to the castle’s main entrance stood the famous Bridge of Angels ",771.0,0.0,0,"<b>771</b><br>And as if that were not enough, leading solely and directly to the castle’s main entrance stood the famous Bridge of Angels "
21,781.0,24.0,Castle St. Angelo,41.90306320000001,12.466276,LIB,"<b>781</b><br>Il Passetto -The Little Passage-was a slender, three-quarter-mile tunnel built between Castle StAngelo and the Vatican<br><b>892</b><br> 
He had come for her at Castle StAngelo<br><b>961</b><br>Europe’s top scientists mocking religion as they secretly assembled in the Vatican’s own Castle StAngelo",781.0,0.0,0,"<b>781</b><br>Il Passetto -The Little Passage-was a slender, three-quarter-mile tunnel built between Castle StAngelo and the Vatican"
26,,,"<a href=""http://castelsantangelo.beniculturali.it/""target=""_blank""> Castel Sant'Angelo </a><br><b>Rating: </b>4.7<br><b>Popularity: </b><br>54165",41.90306319999999,12.466276,TOUR,"[]<b>Author: </b>Ghazzal Mehdi; <br><b>Rating: </b>5<br><b>When: </b>9 months ago<br>Surely a five star place. Perhaps the most iconic in Rome? To be honest, Rome has so many iconic places that I lost the count...
Anyway, near to. Vetican, great bridges.. Simply outstanding...<br><br><b>Author: </b>Marcos Chavarria; <br><b>Rating: </b>4<br><b>When: </b>2 months ago<br>Greater sight from the outside, I hope the pictures make sense of the very nice place this is. The architecture is different from other landmarks as it was intended for a different purpose in the religious history. Prepare to walk a lot. I would recommend the walking tour if possible.<br><br><b>Author: </b>Marcel van Poeijer; <br><b>Rating: </b>4<br><b>When: </b>4 months ago<br>This huge Castle is definitely worth a visit. Even though I did not go in (entrance fee = 15EU), I still loved the outside area and the little park next to it. When you go inside, it is recommended to go before sunrise, as the sunrise view on top of the terrace should be lovely.<br><br><b>Author: </b>Ken Saberi; <br><b>Rating: </b>4<br><b>When: </b>7 months ago<br>Great place to visit with spectacular views all around Rome. Interesting artefacts and some Papal history to see. Some of the rooms are stunning. There are a lot of stairs so people with mobility issues may struggle although there is a lift to the second level which can be used on request. This does mean that you will lose out on the top terrace which provides the best views. All the staff were extremely helpful and kind.<br><br><b>Author: </b>Rich; <br><b>Rating: </b>3<br><b>When: </b>8 months ago<br>A fine visit. The best thing about this castle is the view you get once you're on the top floor.<br><br>",,,0,
29,,,"<a href=""""target=""_blank""> St. Angelo Bridge </a><br><b>Rating: </b>4.7<br><b>Popularity: </b><br>14851",41.901788,12.4664617,TOUR,"[]<b>Author: </b>Aayush Khandelwal; <br><b>Rating: </b>5<br><b>When: </b>8 months ago<br>It's worth to visit. Look at the alignment with St Peters basilica. Sit near by on bridge and feel the beauty of place and architecture.<br><br><b>Author: </b>Vasilis Karaman; <br><b>Rating: </b>5<br><b>When: </b>4 months ago<br>Amazing bridge! The most beautiful I have ever seen. All these statues all over the road are in the highest level! At the night this beauty increases!!<br><br><b>Author: </b>Father Kenny Ang; <br><b>Rating: </b>4<br><b>When: </b>7 months ago<br>Seeing the statues of Saints Peter and Paul at the eastern end of this bridge reminds me that I’m standing in a city that witnessed the life of the early Christians. When I came here about two years ago, there were people dressed as Roman soldiers with whom tourists eagerly took pictures (I did too!). Unfortunately, I see that many visitors missed the ten statues of angels holding the symbols of Christ’s Passion devised by none other than Bernini (he wasn’t the only sculptor though; other sculptors collaborated in the project).<br><br><b>Author: </b>Dom Swatton; <br><b>Rating: </b>5<br><b>When: </b>8 months ago<br>Couldn't recommend this bridge more for crossing the water.
It has everything you need, clearly marked walkways, cobble stones and even statues.
Great views of the homeless camping along side the water.
Simply stunning<br><br><b>Author: </b>מאור לוי; <br><b>Rating: </b>5<br><b>When: </b>4 months ago<br>Their shark was, in this moment, a pioneering sheep. Credible grapefruits show us how goldfishes can be snails. An eager chicken is a grape of the mind! A powerful melon without bees is truly a chicken of boundless melons. Recent controversy aside, the chimpanzee of a peach becomes a painstaking lime; Few can name an amusing fish that isn't a confident camel. After a long day at school and work, they were lost without the pro-active giraffe that composed their peach. After a long day at school and work, a sympathetic squirrel without sheeps is truly a giraffe of dynamic sharks; Few can name a skillful lime that isn't a decisive cat. The kumquat is a cow!<br><br>",,,0,
32,,,"<a href=""https://web.uniroma1.it/ortobotanico/""target=""_blank""> Orto Botanico di Roma </a><br><b>Rating: </b>4.4<br><b>Popularity: </b><br>3638",41.8923247,12.4628307,TOUR,"[]<b>Author: </b>tomas kochan; <br><b>Rating: </b>1<br><b>When: </b>8 months ago<br>Doesn't worth the money..8€ I could spend a lot better.<br><br><b>Author: </b>Vladimir Kostic; <br><b>Rating: </b>1<br><b>When: </b>8 months ago<br>Don't go here... 8eur ticket to see sad plants..many of them half dead... parts of the garden are literally a mess

there are many beautiful gardens in Rome that are better taken cared and more pleasant to spend time in... the only worthwhile place was a bench in bamboo section with a nice view (actually bamboo section was the only decent part)

All in all it was very sad experience for us<br><br><b>Author: </b>Alice Ho; <br><b>Rating: </b>2<br><b>When: </b>8 months ago<br>Maybe it's the time of the year. Not much plants nor flowers to see. Also not very well kept.<br><br><b>Author: </b>Dri Kool (thekoolitaly); <br><b>Rating: </b>5<br><b>When: </b>10 months ago<br>An absolute delight. During the summer can be an oasis to hide away from sun. Take a guided tour , highly recommended... although I'm not sure if their tours are only in Italian.<br><br><b>Author: </b>Kuala Bound; <br><b>Rating: </b>4<br><b>When: </b>10 months ago<br>The hill is a huge help to the beauty of the garden. I was impressed by the massive ancient platanus next to the eleven fountains steps. And i liked also the tropical greenhouse but i fear they should find a way to increase its roof not enough high. Fens valley looked a bit messy. The Samples garden can be risky so pay attention to bees.<br><br>",,,0,
37,,,"<a href=""http://www.villafarnesina.it/""target=""_blank""> Villa Farnesina </a><br><b>Rating: </b>4.6<br><b>Popularity: </b><br>1488",41.89359939999999,12.4672868,TOUR,"[]<b>Author: </b>M in Paris; <br><b>Rating: </b>5<br><b>When: </b>2 months ago<br>Amazing ceiling painting from Raffaelo. It is mind blowing and definitely one of the more hidden unknown museums<br><br><b>Author: </b>JUZER KAPADIA; <br><b>Rating: </b>5<br><b>When: </b>2 months ago<br>The wealthy Sienese banker Agostino Chigi commissioned this villa in 1508 for his lavish banquets and for sojourns with the courtesan Imperia, who allegedly inspired one of the Three Graces painted by Raphael in the Loggia of Cupid and Psyche.
Designed by the Sienese architect Baldassare Peruzzi, the harmonious Farnesina, with a central block and projecting wings, is one of the first true Renaissance villas. Peruzzi decorated some of the interiors himself, such as the Sala della Prospettiva upstairs, in which illusionistic frescoes create the impression of looking out over Rome through a marble colonnade.
The painted vault of the Sala di Galatea shows the position of the stars at the time of Chigi’s birth. After his death, the banking business collapsed, and in 1577 the villa was sold to the Farnese family.<br><br><b>Author: </b>Andrew Potts; <br><b>Rating: </b>5<br><b>When: </b>6 months ago<br>Beautiful building, amazing Raphael frescoes.<br><br><b>Author: </b>A. Lexander; <br><b>Rating: </b>2<br><b>When: </b>10 months ago<br>""Don't download the guide app it takes too long almost 5 minutes per room"" was said to us when we bought tickets and wanted to download the free guide app they ADVERTISED AS PART OF TICKET... What a joke. And that for 10€. Very rude and unfriendly people at ticket counter.<br><br><b>Author: </b># Volkmer; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>The most amazing library I have ever seen in my life and probably the most amazing one I will ever see in my hole life. 😯 Just extraordinary fantastic. Extremely happy to be taken there.<br><br>",,,0,
49,,,"<a href=""https://www.facebook.com/AmaroRomaVillaAgrippina/""target=""_blank""> AMARO Lobby Bar & Lounge | Villa Agrippina Roma </a><br><b>Rating: </b>4.3<br><b>Popularity: </b><br>40",41.89892020000001,12.460999,CLUB,"[]<b>Author: </b>Alessandro Mancini; <br><b>Rating: </b>3<br><b>When: </b>a year ago<br>Mah<br><br><b>Author: </b>Giorgio Acunzo; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>Trendy<br><br><b>Author: </b>Flavia Primitivo; <br><b>Rating: </b>4<br><b>When: </b>5 months ago<br>Elegant, reserved and retro-style restaurant. Good cuisine and a wine and spirits list of great assortment and high quality. Prices above average but adequate for a 5-star hotel.<br><br><b>Author: </b>Jon Osterman; <br><b>Rating: </b>5<br><b>When: </b>5 months ago<br>Spectacular Sunday Brunch! Congratulations to the chef and the guys who served the tables! Very elegant location. Absolutely recommended.<br><br><b>Author: </b>Ilaria Barone; <br><b>Rating: </b>4<br><b>When: </b>a year ago<br>The place is located within a beautiful hotel context, the location is very accurate in every detail and you can breathe air again. Upon entering you are greeted very well by qualified personnel and inside there is a beautiful warmth and warmth. Every corner is every table is well cared for and the food served is of good quality with very particular and refined proposals. The wine list is well stocked with excellent labels. I will be back very gladly, I spent a very pleasant evening.<br><br>",,,0,
54,,,"<a href=""https://web.uniroma1.it/ortobotanico/""target=""_blank""> Orto Botanico di Roma </a><br><b>Rating: </b>4.4<br><b>Popularity: </b><br>3638",41.8923247,12.4628307,PRK,"[]<b>Author: </b>tomas kochan; <br><b>Rating: </b>1<br><b>When: </b>8 months ago<br>Doesn't worth the money..8€ I could spend a lot better.<br><br><b>Author: </b>Vladimir Kostic; <br><b>Rating: </b>1<br><b>When: </b>8 months ago<br>Don't go here... 8eur ticket to see sad plants..many of them half dead... parts of the garden are literally a mess

there are many beautiful gardens in Rome that are better taken cared and more pleasant to spend time in... the only worthwhile place was a bench in bamboo section with a nice view (actually bamboo section was the only decent part)

All in all it was very sad experience for us<br><br><b>Author: </b>Alice Ho; <br><b>Rating: </b>2<br><b>When: </b>8 months ago<br>Maybe it's the time of the year. Not much plants nor flowers to see. Also not very well kept.<br><br><b>Author: </b>Dri Kool (thekoolitaly); <br><b>Rating: </b>5<br><b>When: </b>10 months ago<br>An absolute delight. During the summer can be an oasis to hide away from sun. Take a guided tour , highly recommended... although I'm not sure if their tours are only in Italian.<br><br><b>Author: </b>Kuala Bound; <br><b>Rating: </b>4<br><b>When: </b>10 months ago<br>The hill is a huge help to the beauty of the garden. I was impressed by the massive ancient platanus next to the eleven fountains steps. And i liked also the tropical greenhouse but i fear they should find a way to increase its roof not enough high. Fens valley looked a bit messy. The Samples garden can be risky so pay attention to bees.<br><br>",,,0,
61,,,"<a href=""""target=""_blank""> Villa Abamelek </a><br><b>Rating: </b>4.6<br><b>Popularity: </b><br>44",41.88817969999999,12.4574043,PRK,"[]<b>Author: </b>Antonio Vescio; <br><b>Rating: </b>4<br><b>When: </b>6 months ago<br>Unfortunately I could not visit it because I was out of hours, but from the outside it was very beautiful. I will definitely come back for a visit<br><br><b>Author: </b>Stefano Sabuzi; <br><b>Rating: </b>5<br><b>When: </b>7 months ago<br>Wonderful. Too bad it is not possible to visit it because it is owned by the Russian Federation.<br><br><b>Author: </b>Romeo Charlie; <br><b>Rating: </b>4<br><b>When: </b>9 months ago<br>Wonderful location, historical and rich. Unfortunately, I don't think there are days in which it can be visited by the public, being an embassy. Russia in the heart of the heart of Rome.
Thanks if you would like to click like below.<br><br><b>Author: </b>Ala Fazz; <br><b>Rating: </b>1<br><b>When: </b>3 weeks ago<br>Big<br><br><b>Author: </b>Fpixile P; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>The Russians in Italy want us very well<br><br>",,,0,
67,,,"<a href=""http://060608.it/""target=""_blank""> Fontana di piazza S. Onofrio </a><br><b>Rating: </b>3.8<br><b>Popularity: </b><br>4",41.8974807,12.4613848,PRK,[]<b>Author: </b>Roberto Michetti; <br><b>Rating: </b>4<br><b>When: </b>3 years ago<br>Beautiful fountain dating back to 1924 and obtained from various elements kept in the municipal warehouses ... it is particularly harmonious with the garden that houses it.<br><br><b>Author: </b>Reis Quarteu; <br><b>Rating: </b>4<br><b>When: </b>a year ago<br>Bonita.<br><br><b>Author: </b>جروب شق الثعبان مصانع - محاجر; <br><b>Rating: </b>4<br><b>When: </b>2 years ago<br>Rome<br><br><b>Author: </b>paola mostarda; <br><b>Rating: </b>3<br><b>When: </b>2 years ago<br><br><br>,,,0,
