,Unnamed: 0,Unnamed: 0.1,lugares,LAT_google,LON_google,labels,Quotes,Position,cluster_label,day,Quotes_total
10,390.0,246.0,Piazza della Rotunda,41.8992619,12.4768866,LIB,"<b>390</b><br>Cars
to Piazza della Rotunda, Via delgi Orfani, Piazza Sant’Ignacio, and Sant’Eustachio<br><b>408</b><br>.”
As they rounded the corner into Piazza della Rotunda, the Pantheon rose before them",390.0,1.0,3,"<b>390</b><br>Cars
to Piazza della Rotunda, Via delgi Orfani, Piazza Sant’Ignacio, and Sant’Eustachio"
11,391.0,383.0,Sant’Eustachio,41.8997351,12.4746038,LIB,"<b>391</b><br>Cars
to Piazza della Rotunda, Via delgi Orfani, Piazza Sant’Ignacio, and Sant’Eustachio",391.0,1.0,3,"<b>391</b><br>Cars
to Piazza della Rotunda, Via delgi Orfani, Piazza Sant’Ignacio, and Sant’Eustachio"
19,742.0,240.0,Piazza Navona,41.8991633,12.4730742,LIB,"<b>742</b><br> 
Dead center of Piazza Navona, outside the church of St",742.0,0.0,3,"<b>742</b><br> 
Dead center of Piazza Navona, outside the church of St"
20,771.0,1016.0,the famous Bridge of Angels,41.901788,12.4664617,LIB,"<b>771</b><br>And as if that were not enough, leading solely and directly to the castle’s main entrance stood the famous Bridge of Angels ",771.0,0.0,3,"<b>771</b><br>And as if that were not enough, leading solely and directly to the castle’s main entrance stood the famous Bridge of Angels "
21,781.0,24.0,Castle St. Angelo,41.90306320000001,12.466276,LIB,"<b>781</b><br>Il Passetto -The Little Passage-was a slender, three-quarter-mile tunnel built between Castle StAngelo and the Vatican<br><b>892</b><br> 
He had come for her at Castle StAngelo<br><b>961</b><br>Europe’s top scientists mocking religion as they secretly assembled in the Vatican’s own Castle StAngelo",781.0,0.0,3,"<b>781</b><br>Il Passetto -The Little Passage-was a slender, three-quarter-mile tunnel built between Castle StAngelo and the Vatican"
25,,,"<a href=""http://castelsantangelo.beniculturali.it/""target=""_blank""> Castel Sant'Angelo </a><br><b>Rating: </b>4.7<br><b>Popularity: </b><br>54165",41.90306319999999,12.466276,TOUR,"[]<b>Author: </b>Ghazzal Mehdi; <br><b>Rating: </b>5<br><b>When: </b>9 months ago<br>Surely a five star place. Perhaps the most iconic in Rome? To be honest, Rome has so many iconic places that I lost the count...
Anyway, near to. Vetican, great bridges.. Simply outstanding...<br><br><b>Author: </b>Marcos Chavarria; <br><b>Rating: </b>4<br><b>When: </b>2 months ago<br>Greater sight from the outside, I hope the pictures make sense of the very nice place this is. The architecture is different from other landmarks as it was intended for a different purpose in the religious history. Prepare to walk a lot. I would recommend the walking tour if possible.<br><br><b>Author: </b>Marcel van Poeijer; <br><b>Rating: </b>4<br><b>When: </b>4 months ago<br>This huge Castle is definitely worth a visit. Even though I did not go in (entrance fee = 15EU), I still loved the outside area and the little park next to it. When you go inside, it is recommended to go before sunrise, as the sunrise view on top of the terrace should be lovely.<br><br><b>Author: </b>Ken Saberi; <br><b>Rating: </b>4<br><b>When: </b>7 months ago<br>Great place to visit with spectacular views all around Rome. Interesting artefacts and some Papal history to see. Some of the rooms are stunning. There are a lot of stairs so people with mobility issues may struggle although there is a lift to the second level which can be used on request. This does mean that you will lose out on the top terrace which provides the best views. All the staff were extremely helpful and kind.<br><br><b>Author: </b>Rich; <br><b>Rating: </b>3<br><b>When: </b>8 months ago<br>A fine visit. The best thing about this castle is the view you get once you're on the top floor.<br><br>",,,3,
27,,,"<a href=""""target=""_blank""> St. Angelo Bridge </a><br><b>Rating: </b>4.7<br><b>Popularity: </b><br>14851",41.901788,12.4664617,TOUR,"[]<b>Author: </b>Aayush Khandelwal; <br><b>Rating: </b>5<br><b>When: </b>8 months ago<br>It's worth to visit. Look at the alignment with St Peters basilica. Sit near by on bridge and feel the beauty of place and architecture.<br><br><b>Author: </b>Vasilis Karaman; <br><b>Rating: </b>5<br><b>When: </b>4 months ago<br>Amazing bridge! The most beautiful I have ever seen. All these statues all over the road are in the highest level! At the night this beauty increases!!<br><br><b>Author: </b>Father Kenny Ang; <br><b>Rating: </b>4<br><b>When: </b>7 months ago<br>Seeing the statues of Saints Peter and Paul at the eastern end of this bridge reminds me that I’m standing in a city that witnessed the life of the early Christians. When I came here about two years ago, there were people dressed as Roman soldiers with whom tourists eagerly took pictures (I did too!). Unfortunately, I see that many visitors missed the ten statues of angels holding the symbols of Christ’s Passion devised by none other than Bernini (he wasn’t the only sculptor though; other sculptors collaborated in the project).<br><br><b>Author: </b>Dom Swatton; <br><b>Rating: </b>5<br><b>When: </b>8 months ago<br>Couldn't recommend this bridge more for crossing the water.
It has everything you need, clearly marked walkways, cobble stones and even statues.
Great views of the homeless camping along side the water.
Simply stunning<br><br><b>Author: </b>מאור לוי; <br><b>Rating: </b>5<br><b>When: </b>4 months ago<br>Their shark was, in this moment, a pioneering sheep. Credible grapefruits show us how goldfishes can be snails. An eager chicken is a grape of the mind! A powerful melon without bees is truly a chicken of boundless melons. Recent controversy aside, the chimpanzee of a peach becomes a painstaking lime; Few can name an amusing fish that isn't a confident camel. After a long day at school and work, they were lost without the pro-active giraffe that composed their peach. After a long day at school and work, a sympathetic squirrel without sheeps is truly a giraffe of dynamic sharks; Few can name a skillful lime that isn't a decisive cat. The kumquat is a cow!<br><br>",,,3,
28,,,"<a href=""http://www.060608.it/it/cultura-e-svago/beni-culturali/beni-architettonici-e-storici/fontana-dei-fiumi.html""target=""_blank""> Fiumi Fountain </a><br><b>Rating: </b>4.8<br><b>Popularity: </b><br>4572",41.8989673,12.4730872,TOUR,"[]<b>Author: </b>Marcos Chavarria; <br><b>Rating: </b>5<br><b>When: </b>2 months ago<br>All comments agree in one thing. This is a beautiful square, the 4 rivers fountain is a great sight. The details and the history behind it are just marvelous. You can have a coffee. Lunch or dinner at the surrounding restaurants, have a look at the daily life at the Piazza Navona is just delightful. Recommended for all parties<br><br><b>Author: </b>Shelby Elkins; <br><b>Rating: </b>5<br><b>When: </b>2 months ago<br>Always a pretty sight to see! Of course, Piazza Navona is free to visit. There are plenty of food options in the square and so much to see. The church is free to visit, and the three fountains are very nice. You can even talk to a psychic and learn your possible destiny!🤫<br><br><b>Author: </b>Mahammad Alizada; <br><b>Rating: </b>5<br><b>When: </b>8 months ago<br>Amazing<br><br><b>Author: </b>Hartmut P; <br><b>Rating: </b>5<br><b>When: </b>in the last week<br>Fountain made by the famous baroque artist Bernini , depicting the four great rivers of the World<br><br><b>Author: </b>Regan; <br><b>Rating: </b>5<br><b>When: </b>5 months ago<br>The coolest back story for a fountain ever! The figures on the fountain are all covering their faces to save their eyes from the sight of a rival Architects Building adjacent. Brilliant! Incredible sculpture also and set an an impressive square.<br><br>",,,3,
29,,,"<a href=""http://saintlouis-rome.net/""target=""_blank""> Church of St. Louis of the French </a><br><b>Rating: </b>4.8<br><b>Popularity: </b><br>4408",41.899581,12.4745405,TOUR,"[]<b>Author: </b>Father Kenny Ang; <br><b>Rating: </b>5<br><b>When: </b>7 months ago<br>This is one of my favorite churches in Rome, since I especially love Caravaggio and his works. Every time I come here, I almost always head directly to the Contarelli chapel just to delight in his three paintings of St. Matthew. My favorite one is the Calling of St. Matthew on the left-side wall of the chapel (which is the darker side of the wall, unfortunately). When I went there yesterday, some ladies already put some euros into the machine so the entire chapel was brightly illuminated. I was a lucky pilgrim and photographer!<br><br><b>Author: </b>Veranika Tsybulskaya; <br><b>Rating: </b>5<br><b>When: </b>8 months ago<br>Spectacular! Definitely worth to visit not only for a Caravaggio works, but for an ambience itself. Rich and spaced. Were lucky to end up there during the organ mass - truly recommend!<br><br><b>Author: </b>Iman Traveler; <br><b>Rating: </b>5<br><b>When: </b>3 months ago<br>3 Caravaggio paintings!!! What could you expect more?

Short explain:
is a Roman Catholic church in Rome, not far from Piazza Navona. The church is dedicated to the Virgin Mary, to St. Denis the Areopagite and St. Louis IX, king of France. The church was designed by Giacomo della Porta and built by Domenico Fontana between 1518 and 1589, and completed through the personal intervention of Catherine de' Medici, who donated to it some property in the area. It is the national church in Rome of France.<br><br><b>Author: </b>George; <br><b>Rating: </b>5<br><b>When: </b>8 months ago<br>The ceiling is covered in beautiful art. If you are in the area you must pop in for a look. It is free and marvelous.<br><br><b>Author: </b>Ron Nederpelt; <br><b>Rating: </b>5<br><b>When: </b>6 months ago<br>I Caravaggi. I CARAVAGGI! A day without seeing a painting by Caravaggio is a day not lived.<br><br>",,,3,
31,,,"<a href=""http://www.villafarnesina.it/""target=""_blank""> Villa Farnesina </a><br><b>Rating: </b>4.6<br><b>Popularity: </b><br>1488",41.89359939999999,12.4672868,TOUR,"[]<b>Author: </b>M in Paris; <br><b>Rating: </b>5<br><b>When: </b>2 months ago<br>Amazing ceiling painting from Raffaelo. It is mind blowing and definitely one of the more hidden unknown museums<br><br><b>Author: </b>JUZER KAPADIA; <br><b>Rating: </b>5<br><b>When: </b>2 months ago<br>The wealthy Sienese banker Agostino Chigi commissioned this villa in 1508 for his lavish banquets and for sojourns with the courtesan Imperia, who allegedly inspired one of the Three Graces painted by Raphael in the Loggia of Cupid and Psyche.
Designed by the Sienese architect Baldassare Peruzzi, the harmonious Farnesina, with a central block and projecting wings, is one of the first true Renaissance villas. Peruzzi decorated some of the interiors himself, such as the Sala della Prospettiva upstairs, in which illusionistic frescoes create the impression of looking out over Rome through a marble colonnade.
The painted vault of the Sala di Galatea shows the position of the stars at the time of Chigi’s birth. After his death, the banking business collapsed, and in 1577 the villa was sold to the Farnese family.<br><br><b>Author: </b>Andrew Potts; <br><b>Rating: </b>5<br><b>When: </b>6 months ago<br>Beautiful building, amazing Raphael frescoes.<br><br><b>Author: </b>A. Lexander; <br><b>Rating: </b>2<br><b>When: </b>10 months ago<br>""Don't download the guide app it takes too long almost 5 minutes per room"" was said to us when we bought tickets and wanted to download the free guide app they ADVERTISED AS PART OF TICKET... What a joke. And that for 10€. Very rude and unfriendly people at ticket counter.<br><br><b>Author: </b># Volkmer; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>The most amazing library I have ever seen in my life and probably the most amazing one I will ever see in my hole life. 😯 Just extraordinary fantastic. Extremely happy to be taken there.<br><br>",,,3,
