,Unnamed: 0,Unnamed: 0.1,lugares,LAT_google,LON_google,labels,Quotes,Position,cluster_label,Quotes_total,day
10,390.0,246.0,Piazza della Rotunda,41.8992619,12.4768866,LIB,"<b>408</b><br>.”
As they rounded the corner into Piazza della Rotunda, the Pantheon rose before them<br><b>390</b><br>Cars
to Piazza della Rotunda, Via delgi Orfani, Piazza Sant’Ignacio, and Sant’Eustachio",390.0,1.0,"<b>390</b><br>Cars
to Piazza della Rotunda, Via delgi Orfani, Piazza Sant’Ignacio, and Sant’Eustachio",0
11,391.0,383.0,Sant’Eustachio,41.8997351,12.4746038,LIB,"<b>391</b><br>Cars
to Piazza della Rotunda, Via delgi Orfani, Piazza Sant’Ignacio, and Sant’Eustachio",391.0,1.0,"<b>391</b><br>Cars
to Piazza della Rotunda, Via delgi Orfani, Piazza Sant’Ignacio, and Sant’Eustachio",0
15,521.0,830.0,Via Cola di Riezo,41.9079743,12.465208,LIB,"<b>521</b><br>The path intersected the Margherita Bridge, Via Cola di Riezo, and passed through Piazza del Risorgimento, hitting no churches at all until it dead-ended abruptly at the center of St",521.0,0.0,"<b>521</b><br>The path intersected the Margherita Bridge, Via Cola di Riezo, and passed through Piazza del Risorgimento, hitting no churches at all until it dead-ended abruptly at the center of St",0
19,742.0,240.0,Piazza Navona,41.8991633,12.4730742,LIB,"<b>742</b><br> 
Dead center of Piazza Navona, outside the church of St",742.0,0.0,"<b>742</b><br> 
Dead center of Piazza Navona, outside the church of St",0
20,771.0,1016.0,the famous Bridge of Angels,41.901788,12.4664617,LIB,"<b>771</b><br>And as if that were not enough, leading solely and directly to the castle’s main entrance stood the famous Bridge of Angels ",771.0,0.0,"<b>771</b><br>And as if that were not enough, leading solely and directly to the castle’s main entrance stood the famous Bridge of Angels ",0
21,781.0,24.0,Castle St. Angelo,41.90306320000001,12.466276,LIB,"<b>892</b><br> 
He had come for her at Castle StAngelo<br><b>781</b><br>Il Passetto -The Little Passage-was a slender, three-quarter-mile tunnel built between Castle StAngelo and the Vatican<br><b>961</b><br>Europe’s top scientists mocking religion as they secretly assembled in the Vatican’s own Castle StAngelo",781.0,0.0,"<b>781</b><br>Il Passetto -The Little Passage-was a slender, three-quarter-mile tunnel built between Castle StAngelo and the Vatican",0
23,,,"<a href=""https://www.thebulldog.com/the-bulldog-rome/""target=""_blank""> The Bulldog Rome </a><br><b>Rating: </b>4.4<br><b>Popularity: </b><br>452",41.9050753,12.4713114,CLUB,"[]<b>Author: </b>Ken Saberi; <br><b>Rating: </b>4<br><b>When: </b>7 months ago<br>Not the cheapest but a nice atmosphere and generous portions. The waiting staff were very helpful.<br><br><b>Author: </b>vektor57; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>Hank did it again! A beautiful restaurant and Bulldog experience in one of the most historical plazas in Rome! Great drinks as well!<br><br><b>Author: </b>J T; <br><b>Rating: </b>4<br><b>When: </b>2 years ago<br>Interesting place. Seemed to be a chain, which isn't as common in Italy as it is here. We didn't eat anything, just had drinks. Drinks were fine, but it's more of a bar for beer and sports. It satisfied though since we were stopping every so often to grab a drink and snack before we moved on to the next place.<br><br><b>Author: </b>Steve Lipp; <br><b>Rating: </b>5<br><b>When: </b>2 years ago<br>Nice, cosmopolitan place with local and international brews and drinks. Didn't try burgers but they look delicious. Crew is very hospitable. Would recommend.<br><br><b>Author: </b>Matt Smith; <br><b>Rating: </b>5<br><b>When: </b>10 months ago<br>Hope the staff and bartender Luana are doing well....great bar!!!<br><br>",,,,0
24,,,"<a href=""http://www.beige-roma.com/""target=""_blank""> Beige Roma </a><br><b>Rating: </b>3.8<br><b>Popularity: </b><br>399",41.8908691,12.4712072,CLUB,"[]<b>Author: </b>Thomas Bollman; <br><b>Rating: </b>4<br><b>When: </b>a year ago<br>This place is much much bigger than it looks when you first walk in. Lots of places to sit and lounge around. Bartenders were very nice and their English was fine. Great for groups to sit around a table to have a drink or seven. Will go back on my next trip to Rome and when I’m not so hungover already.<br><br><b>Author: </b>Pondz Meme; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>Great staff.
Great food.
Great wine.
Great price.
The place is great. I threw a gathering for 17 people for my 19th bday and it was so nice. Totally recommend!!<br><br><b>Author: </b>Michal Glinka; <br><b>Rating: </b>3<br><b>When: </b>2 years ago<br>We arrived around 7pm for some good cocktails, but there was no other guests at the time. The bar was completely empty. The service was very good. The style of the bar is probably dated to the 90/00's looking on the interieur.<br><br><b>Author: </b>Wesam Rukun; <br><b>Rating: </b>3<br><b>When: </b>a year ago<br>An ok food. But the location is great.<br><br><b>Author: </b>Jorge R Tomey; <br><b>Rating: </b>4<br><b>When: </b>2 years ago<br>Good decor, gin and tonics €8 per. Closes at 0200h. Music wasn’t very good.<br><br>",,,,0
27,,,"<a href=""http://castelsantangelo.beniculturali.it/""target=""_blank""> Castel Sant'Angelo </a><br><b>Rating: </b>4.7<br><b>Popularity: </b><br>54181",41.90306319999999,12.466276,MUSE,"[]<b>Author: </b>Ghazzal Mehdi; <br><b>Rating: </b>5<br><b>When: </b>9 months ago<br>Surely a five star place. Perhaps the most iconic in Rome? To be honest, Rome has so many iconic places that I lost the count...
Anyway, near to. Vetican, great bridges.. Simply outstanding...<br><br><b>Author: </b>Marcos Chavarria; <br><b>Rating: </b>4<br><b>When: </b>2 months ago<br>Greater sight from the outside, I hope the pictures make sense of the very nice place this is. The architecture is different from other landmarks as it was intended for a different purpose in the religious history. Prepare to walk a lot. I would recommend the walking tour if possible.<br><br><b>Author: </b>Marcel van Poeijer; <br><b>Rating: </b>4<br><b>When: </b>4 months ago<br>This huge Castle is definitely worth a visit. Even though I did not go in (entrance fee = 15EU), I still loved the outside area and the little park next to it. When you go inside, it is recommended to go before sunrise, as the sunrise view on top of the terrace should be lovely.<br><br><b>Author: </b>Ken Saberi; <br><b>Rating: </b>4<br><b>When: </b>7 months ago<br>Great place to visit with spectacular views all around Rome. Interesting artefacts and some Papal history to see. Some of the rooms are stunning. There are a lot of stairs so people with mobility issues may struggle although there is a lift to the second level which can be used on request. This does mean that you will lose out on the top terrace which provides the best views. All the staff were extremely helpful and kind.<br><br><b>Author: </b>Rich; <br><b>Rating: </b>3<br><b>When: </b>8 months ago<br>A fine visit. The best thing about this castle is the view you get once you're on the top floor.<br><br>",,,,0
29,,,"<a href=""http://www.museodiroma.it/""target=""_blank""> Museo di Roma - Palazzo Braschi </a><br><b>Rating: </b>4.5<br><b>Popularity: </b><br>2615",41.897551,12.4727241,MUSE,"[]<b>Author: </b>M in Paris; <br><b>Rating: </b>3<br><b>When: </b>2 months ago<br>The building is amazing and especially on the third floor there is a very interesting little exhibition of the evolution of the Roman architecture. The second floor you'll find a little bit of history of the clergy and romans aristocracy through the centuries but no ground breaking paintings.<br><br><b>Author: </b>Dominic Arbuthnott; <br><b>Rating: </b>4<br><b>When: </b>9 months ago<br>Great view from top floor<br><br><b>Author: </b>Vijay Sisodia; <br><b>Rating: </b>4<br><b>When: </b>a year ago<br>Nice little museum. (Be warned that it isn't very big so don't expect to spend more than a few hours here.)
Information is multilingual
Staff are friendly
Has seating area in almost every room.
Has good interactive videos explaining the history of Rome.
For those with a Roma pass, you still have to go to the ticket office to get your tickets.<br><br><b>Author: </b>David naftalis; <br><b>Rating: </b>2<br><b>When: </b>9 months ago<br>Museum with variable exhibitions.
Not pricy.
The staff not welcoming and very not patience...<br><br><b>Author: </b>Tony Popa; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>The Museo di Roma is a museum in Rome, Italy, part of the network of Roman civic museums. The museum was founded in the Fascist era with the aim of documenting the local history and traditions of the ""old Rome"" that was rapidly disappearing, but following many donations and acquisitions of works of art is now principally an art museum. The collections initially included 120 water-colours by the nineteenth-century painter Ettore Roesler Franz of Roma sparita, ""vanished Rome"", later moved to the Museo di Roma in Trastevere.<br><br>",,,,0
