,Unnamed: 0,Unnamed: 0.1,lugares,LAT_google,LON_google,labels,Quotes,Position,cluster_label,Quotes_total,day
10,390.0,246.0,Piazza della Rotunda,41.8992619,12.4768866,LIB,"<b>408</b><br>.”
As they rounded the corner into Piazza della Rotunda, the Pantheon rose before them<br><b>390</b><br>Cars
to Piazza della Rotunda, Via delgi Orfani, Piazza Sant’Ignacio, and Sant’Eustachio",390.0,1.0,"<b>390</b><br>Cars
to Piazza della Rotunda, Via delgi Orfani, Piazza Sant’Ignacio, and Sant’Eustachio",3
11,391.0,383.0,Sant’Eustachio,41.8997351,12.4746038,LIB,"<b>391</b><br>Cars
to Piazza della Rotunda, Via delgi Orfani, Piazza Sant’Ignacio, and Sant’Eustachio",391.0,1.0,"<b>391</b><br>Cars
to Piazza della Rotunda, Via delgi Orfani, Piazza Sant’Ignacio, and Sant’Eustachio",3
15,521.0,830.0,Via Cola di Riezo,41.9079743,12.465208,LIB,"<b>521</b><br>The path intersected the Margherita Bridge, Via Cola di Riezo, and passed through Piazza del Risorgimento, hitting no churches at all until it dead-ended abruptly at the center of St",521.0,0.0,"<b>521</b><br>The path intersected the Margherita Bridge, Via Cola di Riezo, and passed through Piazza del Risorgimento, hitting no churches at all until it dead-ended abruptly at the center of St",3
19,742.0,240.0,Piazza Navona,41.8991633,12.4730742,LIB,"<b>742</b><br> 
Dead center of Piazza Navona, outside the church of St",742.0,0.0,"<b>742</b><br> 
Dead center of Piazza Navona, outside the church of St",3
20,771.0,1016.0,the famous Bridge of Angels,41.901788,12.4664617,LIB,"<b>771</b><br>And as if that were not enough, leading solely and directly to the castle’s main entrance stood the famous Bridge of Angels ",771.0,0.0,"<b>771</b><br>And as if that were not enough, leading solely and directly to the castle’s main entrance stood the famous Bridge of Angels ",3
21,781.0,24.0,Castle St. Angelo,41.90306320000001,12.466276,LIB,"<b>892</b><br> 
He had come for her at Castle StAngelo<br><b>781</b><br>Il Passetto -The Little Passage-was a slender, three-quarter-mile tunnel built between Castle StAngelo and the Vatican<br><b>961</b><br>Europe’s top scientists mocking religion as they secretly assembled in the Vatican’s own Castle StAngelo",781.0,0.0,"<b>781</b><br>Il Passetto -The Little Passage-was a slender, three-quarter-mile tunnel built between Castle StAngelo and the Vatican",3
23,,,"<a href=""https://www.thebulldog.com/the-bulldog-rome/""target=""_blank""> The Bulldog Rome </a><br><b>Rating: </b>4.4<br><b>Popularity: </b><br>452",41.9050753,12.4713114,CLUB,"[]<b>Author: </b>Ken Saberi; <br><b>Rating: </b>4<br><b>When: </b>7 months ago<br>Not the cheapest but a nice atmosphere and generous portions. The waiting staff were very helpful.<br><br><b>Author: </b>vektor57; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>Hank did it again! A beautiful restaurant and Bulldog experience in one of the most historical plazas in Rome! Great drinks as well!<br><br><b>Author: </b>J T; <br><b>Rating: </b>4<br><b>When: </b>2 years ago<br>Interesting place. Seemed to be a chain, which isn't as common in Italy as it is here. We didn't eat anything, just had drinks. Drinks were fine, but it's more of a bar for beer and sports. It satisfied though since we were stopping every so often to grab a drink and snack before we moved on to the next place.<br><br><b>Author: </b>Steve Lipp; <br><b>Rating: </b>5<br><b>When: </b>2 years ago<br>Nice, cosmopolitan place with local and international brews and drinks. Didn't try burgers but they look delicious. Crew is very hospitable. Would recommend.<br><br><b>Author: </b>Matt Smith; <br><b>Rating: </b>5<br><b>When: </b>10 months ago<br>Hope the staff and bartender Luana are doing well....great bar!!!<br><br>",,,,3
26,,,"<a href=""http://www.romabeercompany.it/""target=""_blank""> Roma Beer Company - Campo de' Fiori </a><br><b>Rating: </b>4.0<br><b>Popularity: </b><br>264",41.8957931,12.4722989,CLUB,"[]<b>Author: </b>Balázs Krucsó; <br><b>Rating: </b>5<br><b>When: </b>8 months ago<br>We took a beer and a prosecco there. Both of them were absolutely delightful and also we chatted a lot with the algerian waitress, whos has a very unique life story on Campo de’ Fiori. Definitely recommend to get the place and drink a bit and talk with the employees. You will not regret it!<br><br><b>Author: </b>Rok Bergman; <br><b>Rating: </b>3<br><b>When: </b>10 months ago<br>Good food and good beer selecetion.<br><br><b>Author: </b>Mr JoneZ; <br><b>Rating: </b>5<br><b>When: </b>10 months ago<br>The food was very delicious and the waiters were very friendly. We recommend this place<br><br><b>Author: </b>Heloisa Lopes; <br><b>Rating: </b>2<br><b>When: </b>a year ago<br>We were attracted here during Happy Hour, I asked which beers were in Happy Hour, it was two. But they did not told us it was only 0,4L, so we asked 1L and it was not in Happy Hour, and we only discovered that while we were paying (they omitted the information, although I specifically asked which beers were included in Happy Hour). Besides that, they charged us for 2L of the beer that costs 14 euros, but we asked 1L of the 14 euros beer and 1L of the 12 euros beer. They subtracted the 2 euros, but complaining until the very end.<br><br><b>Author: </b>John Willemsen; <br><b>Rating: </b>4<br><b>When: </b>9 months ago<br>The aperitivo dish was okay, the beer not bad but also nothing special, the waiter (the Albanian one) was very friendly, charming and added nice vibes to our evening. If I went back, it would be because of him.<br><br>",,,,3
31,,,"<a href=""http://wisdomlessclub.com/""target=""_blank""> Wisdomless Club </a><br><b>Rating: </b>4.6<br><b>Popularity: </b><br>99",41.8976582,12.470452,CLUB,"[]<b>Author: </b>Jennifer Friedrich; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>What a fabulous find in Rome! Completely charming and fascinating cocktail bar- vintage decor with lots of wild taxidermy! The drinks were delicious and the staff friendly- go check them out!<br><br><b>Author: </b>neaux bodi; <br><b>Rating: </b>1<br><b>When: </b>a year ago<br>Had an awful experience here. Walked in and ordered a drink then went to find a seat. Ended up walking into a room we weren't supposed to be in I guess, even though there was no sign or door to stop us, the owner rushed us out then proceeded to scream at the bartender until she cried. Very very awkward situation. We quickly paid for our 3 drinks, which was €40, and got out of there. DO NOT GO TO THIS BAR!<br><br><b>Author: </b>Sokol Elmazaj; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>Lovely cocktail bar. You have to try this. Do not miss the Churchill.<br><br><b>Author: </b>Yana Osinsky; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>One of the best and craziest cocktail bars I have been in. If you visit Rome, you must visit this place! Enjoy...<br><br><b>Author: </b>Mr GillyFlower; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>Fantastic experience, warm welcoming from the staff and a great atmosphere. Lovely cocktails! Would recommend to everyone.<br><br>",,,,3
33,,,"<a href=""http://castelsantangelo.beniculturali.it/""target=""_blank""> Castel Sant'Angelo </a><br><b>Rating: </b>4.7<br><b>Popularity: </b><br>54181",41.90306319999999,12.466276,MUSE,"[]<b>Author: </b>Ghazzal Mehdi; <br><b>Rating: </b>5<br><b>When: </b>9 months ago<br>Surely a five star place. Perhaps the most iconic in Rome? To be honest, Rome has so many iconic places that I lost the count...
Anyway, near to. Vetican, great bridges.. Simply outstanding...<br><br><b>Author: </b>Marcos Chavarria; <br><b>Rating: </b>4<br><b>When: </b>2 months ago<br>Greater sight from the outside, I hope the pictures make sense of the very nice place this is. The architecture is different from other landmarks as it was intended for a different purpose in the religious history. Prepare to walk a lot. I would recommend the walking tour if possible.<br><br><b>Author: </b>Marcel van Poeijer; <br><b>Rating: </b>4<br><b>When: </b>4 months ago<br>This huge Castle is definitely worth a visit. Even though I did not go in (entrance fee = 15EU), I still loved the outside area and the little park next to it. When you go inside, it is recommended to go before sunrise, as the sunrise view on top of the terrace should be lovely.<br><br><b>Author: </b>Ken Saberi; <br><b>Rating: </b>4<br><b>When: </b>7 months ago<br>Great place to visit with spectacular views all around Rome. Interesting artefacts and some Papal history to see. Some of the rooms are stunning. There are a lot of stairs so people with mobility issues may struggle although there is a lift to the second level which can be used on request. This does mean that you will lose out on the top terrace which provides the best views. All the staff were extremely helpful and kind.<br><br><b>Author: </b>Rich; <br><b>Rating: </b>3<br><b>When: </b>8 months ago<br>A fine visit. The best thing about this castle is the view you get once you're on the top floor.<br><br>",,,,3
