,Unnamed: 0,lugares,LAT_google,LON_google,labels,Quotes,Position,cluster_label
0,384,Hudson Street,40.7408492,-74.00513470000001,FAC,"., 375 Hudson Street, New York, New York 10014",0,1
1,462,New York,40.7127753,-74.0059728,GPE,"., 375 Hudson Street, New York, New York 10014",1,1
2,463,New York,40.7127753,-74.0059728,GPE,"., 375 Hudson Street, New York, New York 10014",2,1
3,385,Hudson Street,40.7408492,-74.00513470000001,FAC,"., 375 Hudson Street, New York, New York 10014",3,1
4,464,New York,40.7127753,-74.0059728,GPE,"., 375 Hudson Street, New York, New York 10014",4,1
5,465,New York,40.7127753,-74.0059728,GPE,"., 375 Hudson Street, New York, New York 10014",5,1
6,496,ST,37.22451029999999,-95.7021189,GPE,"  Electronic edition: November, 2003  ALSO BY KEN FOLLETT THE MODIGLIANI SCANDAL PAPER MONEY EYE OF THE NEEDLE TRIPLE THE KEY TO REBECCA THE MAN FROM ST",6,1
7,484,PETERSBURG,37.2279279,-77.40192669999998,GPE,PETERSBURG ON WINGS OF EAGLES LIE DOWN WITH LIONS THE PILLARS OF THE EARTH NIGHT OVER WATER A DANGEROUS FORTUNE A PLACE CALLED FREEDOM THE THIRD TWIN THE HAMMER OF EDEN CODE TO ZERO JACKDAWS  Some of what follows really happened,7,1
8,623,Whitley,42.2940386,-85.589519,GPE,"“I was flying a Whitley,” Bart said",8,1
9,666,the North Sea,56.51101800000001,3.515625,LOC,"We chucked out everything that wasn’t bolted down, to reduce our weight, but it was no good, and I realized we’d have to ditch in the North Sea",9,0
10,72,Ceylon,7.873053999999999,80.77179699999998,GPE,Where’s he from?” “Ceylon,10,4
11,314,Germany,51.165690999999995,10.451526,GPE,"When we get to Germany, they’re ready for us",11,0
12,71,Caribbean,21.469113699999998,-78.65689420000001,LOC,How are you?” The newcomer’s accent was Caribbean overlaid with an Oxbridge drawl,12,1
13,296,Europe,54.52596139999999,15.2551187,LOC,"“The Nazis control Europe: Austria, Czechoslovakia, Holland, Belgium, France, Denmark, Norway",13,0
14,12,Austria,47.516231,14.550072,GPE,"“The Nazis control Europe: Austria, Czechoslovakia, Holland, Belgium, France, Denmark, Norway",14,0
15,160,Czechoslovakia,39.7784223,-84.16462440000001,GPE,"“The Nazis control Europe: Austria, Czechoslovakia, Holland, Belgium, France, Denmark, Norway",15,1
16,378,Holland,52.132633,5.2912659999999985,GPE,"“The Nazis control Europe: Austria, Czechoslovakia, Holland, Belgium, France, Denmark, Norway",16,0
17,15,Belgium,50.503887,4.469936,GPE,"“The Nazis control Europe: Austria, Czechoslovakia, Holland, Belgium, France, Denmark, Norway",17,0
18,303,France,46.227638,2.213749,GPE,"“The Nazis control Europe: Austria, Czechoslovakia, Holland, Belgium, France, Denmark, Norway",18,0
19,163,Denmark,56.26392,9.501785,GPE,"“The Nazis control Europe: Austria, Czechoslovakia, Holland, Belgium, France, Denmark, Norway",19,0
20,471,Norway,60.47202399999999,8.468945999999999,GPE,"“The Nazis control Europe: Austria, Czechoslovakia, Holland, Belgium, France, Denmark, Norway",20,0
21,387,Italy,41.87194,12.56738,GPE,"Italy is an ally, Spain is sympathetic, Sweden is neutral, and they have a pact with the Soviet Union",21,0
22,535,Spain,40.46366700000001,-3.7492199999999998,GPE,"Italy is an ally, Spain is sympathetic, Sweden is neutral, and they have a pact with the Soviet Union",22,0
23,568,Sweden,60.12816100000001,18.643501,GPE,"Italy is an ally, Spain is sympathetic, Sweden is neutral, and they have a pact with the Soviet Union",23,0
24,687,the Soviet Union,47.5042356,-122.0209591,GPE,"Italy is an ally, Spain is sympathetic, Sweden is neutral, and they have a pact with the Soviet Union",24,3
25,75,Continent,37.747098,-97.229198,LOC,We have no military forces on the Continent,25,1
26,381,Hollywood,34.0928092,-118.3286614,GPE,"Late at night, after all the memoranda had been dictated, the cables sent, the reports annotated, and the minutes initialed, when he was too worried and angry and tense to sleep, Churchill would sit in one of the large VIP seats in the front row with a glass of brandy and lose himself in the latest enchantment from Hollywood",26,1
27,418,London,51.5073509,-0.12775830000000002,GPE,"London was blacked out, but a crescent moon gave enough light for them to find their way",27,0
28,633,crescent moon,37.0456898,-112.5266315,LOC,"London was blacked out, but a crescent moon gave enough light for them to find their way",28,1
29,383,Horse Guards Parade,51.504630799999994,-0.128348,FAC,"They walked side by side a few yards along Horse Guards Parade to Number One, Storey’s Gate",29,0
30,567,Storey’s Gate,51.50039839999999,-0.1296283,FAC,"They walked side by side a few yards along Horse Guards Parade to Number One, Storey’s Gate",30,0
31,449,Morlunde,57.32104990000001,15.8635239,GPE,"  On the last day of May 1941, a strange vehicle was seen on the streets of Morlunde, a city on the west coast of Denmark",31,0
32,164,Denmark,56.26392,9.501785,GPE,"  On the last day of May 1941, a strange vehicle was seen on the streets of Morlunde, a city on the west coast of Denmark",32,0
33,450,Morlunde,57.32104990000001,15.8635239,GPE,"You could sometimes hear good jazz in Morlunde, perhaps because it was an international port, visited by sailors from all over the world",33,0
34,642,the Club Hot,34.5148314,-93.0539619,FAC,"But when Harald drove up outside the Club Hot, in the heart of the dockside district, its door was closed and its windows shuttered",34,1
35,165,Denmark,56.26392,9.501785,GPE,"The occupying power ruled Denmark with a light hand, but allthe same, few people openly insulted the Nazis",35,0
36,497,Sande,26.4829154,-80.06562459999998,GPE,"His father was pastor of the church on Sande, a small island a couple of miles offshore",36,1
37,76,Copenhagen,55.676096799999996,12.568337199999998,GPE,"In Copenhagen, people read it openly on trains and streetcars",37,0
38,166,Denmark,56.26392,9.501785,GPE,"Denmark produced millions of pounds of butter every year, but almost all of it was now sent to Germany, and Danes had trouble getting any",38,0
39,315,Germany,51.165690999999995,10.451526,GPE,"Denmark produced millions of pounds of butter every year, but almost all of it was now sent to Germany, and Danes had trouble getting any",39,0
40,481,Olufsens,33.5573141,-111.89968300000001,GPE,"Despite their rivalry, the Olufsens and the Flemmings were on speaking terms: all members of the Flemming family came to church every Sunday and sat together at the front",40,1
41,77,Copenhagen,55.676096799999996,12.568337199999998,GPE,"Peter now lived in Copenhagen but had come home for the holiday weekend, Harald assumed",41,0
42,78,Copenhagen,55.676096799999996,12.568337199999998,GPE,"“This is not Copenhagen,” Peter intoned solemnly",42,0
43,333,Hamburg,53.5510846,9.9936819,GPE,".” The pastor’s sister had married a successful young Hamburg dentist who came to Sande on holiday, back in the twenties",43,0
44,498,Sande,26.4829154,-80.06562459999998,GPE,".” The pastor’s sister had married a successful young Hamburg dentist who came to Sande on holiday, back in the twenties",44,1
45,161,Dachau,48.2629984,11.4339022,GPE,"A year ago he had been arrested on suspicion of hoarding gold and sent to a special kind of prison, called aKonzentrazionslager,in the small Bavarian town of Dachau",45,0
46,79,Copenhagen,55.676096799999996,12.568337199999998,GPE,"The builders, a Copenhagen firm, had told everyone it was to be a new coastguard station",46,0
47,80,Copenhagen,55.676096799999996,12.568337199999998,GPE,"If Peter Flemming were part of the local force, he would make sure Harald suffered as much as possible; but he was based in Copenhagen, fortunately",47,0
48,81,Copenhagen,55.676096799999996,12.568337199999998,GPE,"Ten years older than Harald, he was a flying instructor with the Army Aviation Troops, based at the flying school near Copenhagen",48,0
49,167,Denmark,56.26392,9.501785,GPE,"Arne was engaged to an English girl whom he had not seen for more than a year, since the Germans had occupied Denmark",49,0
50,332,Gothenburg,57.70887,11.97456,GPE,I found an address for the British Consulate in Gothenburg,50,0
51,569,Sweden,60.12816100000001,18.643501,GPE,".” Danes were allowed to send letters to Sweden, which was neutral",51,0
52,419,London,51.5073509,-0.12775830000000002,GPE,She might have been killed by a bomb in London,52,0
53,257,Easter,36.268091399999996,-95.7372468,LOC,"I met a girl at Easter, Birgit Claussen",53,1
54,258,Easter,36.268091399999996,-95.7372468,LOC,At Easter he preached about tolerance,54,1
55,82,Copenhagen,55.676096799999996,12.568337199999998,GPE,“Surely someone in Copenhagen must be starting a Resistance movement?” Arne shrugged,55,0
57,83,Copenhagen,55.676096799999996,12.568337199999998,GPE," Hermia Mount looked with dismay at her lunch—two charred sausages, a dollop of runny mashed potato, and a mound of overcooked cabbage—and she thought with longing of a bar on the Copenhagen waterfront that served three kinds of herring with salad, pickles, warm bread, and lager beer",57,0
58,168,Denmark,56.26392,9.501785,GPE,She had been brought up in Denmark,58,0
59,84,Copenhagen,55.676096799999996,12.568337199999998,GPE,"Hermia had worked in the British Embassy in Copenhagen, first as a secretary, later as assistant to a naval attaché who was in fact with MI6, the secret intelligence service",59,0
60,420,London,51.5073509,-0.12775830000000002,GPE,"When her father died, and her mother returned to London, Hermia stayed on, partly because of her job, but mainly because she was engaged to a Danish pilot, Arne Olufsen",60,0
61,169,Denmark,56.26392,9.501785,GPE,"Then, on April 9, 1940, Hitler invaded Denmark",61,0
62,316,Germany,51.165690999999995,10.451526,GPE,"Four anxious days later, Hermia and a group of British officials had left in a special diplomatic train that brought them through Germany to the Dutch frontier, from where they traveled through neutral Holland and on to London",62,0
63,379,Holland,52.132633,5.2912659999999985,GPE,"Four anxious days later, Hermia and a group of British officials had left in a special diplomatic train that brought them through Germany to the Dutch frontier, from where they traveled through neutral Holland and on to London",63,0
64,421,London,51.5073509,-0.12775830000000002,GPE,"Four anxious days later, Hermia and a group of British officials had left in a special diplomatic train that brought them through Germany to the Dutch frontier, from where they traveled through neutral Holland and on to London",64,0
65,170,Denmark,56.26392,9.501785,GPE,Now at the age of thirty Hermia was an intelligence analyst in chargeof MI6’s Denmark desk,65,0
66,422,London,51.5073509,-0.12775830000000002,GPE,"Along with most of the service, she had been evacuated from its London headquarters at 54 Broadway, near Buckingham Palace, to Bletchley Park, a large country house on the edge of a village fifty miles north of the capital",66,0
67,69,Broadway,37.1465302,-94.4726334,FAC,"Along with most of the service, she had been evacuated from its London headquarters at 54 Broadway, near Buckingham Palace, to Bletchley Park, a large country house on the edge of a village fifty miles north of the capital",67,1
68,70,Buckingham Palace,51.501364,-0.14189000000000002,FAC,"Along with most of the service, she had been evacuated from its London headquarters at 54 Broadway, near Buckingham Palace, to Bletchley Park, a large country house on the edge of a village fifty miles north of the capital",68,0
69,31,Bletchley Park,51.9976597,-0.7406863,FAC,"Along with most of the service, she had been evacuated from its London headquarters at 54 Broadway, near Buckingham Palace, to Bletchley Park, a large country house on the edge of a village fifty miles north of the capital",69,0
70,423,London,51.5073509,-0.12775830000000002,GPE,"Hermia was glad to be escaping the Blitz, but she wished that by some miracle they could also have evacuated one of London’s charming little Italian or French restaurants, so that she would have something to eat",70,0
71,443,Mediterranean,34.5531284,18.0480105,LOC,The British had just lost the Mediterranean island of Crete,71,0
72,159,Crete,35.240117,24.8092691,GPE,The British had just lost the Mediterranean island of Crete,72,0
73,424,London,51.5073509,-0.12775830000000002,GPE,"She asked him, “What department are you with?” “I work in London, actually",73,0
74,304,France,46.227638,2.213749,GPE,I’ve debriefed pilots who have been shot down over France and made their way home,74,0
75,171,Denmark,56.26392,9.501785,GPE,".” “What else did they tell you?” “That you’re bilingual in English and Danish—which is why you’re head of the Denmark desk, I presume",75,0
76,480,Old Bletchley,51.992294,-0.7473873000000001,GPE,“Or to the Shoulder of Mutton Pub in Old Bletchley,76,0
77,32,Bletchley Park,51.9976597,-0.7406863,FAC,"She had seen such flimsy sheets before, here at Bletchley Park",77,0
78,172,Denmark,56.26392,9.501785,GPE,"“In Denmark, all schoolchildren learn German, and English and Latin as well",78,0
79,448,Miss Mount,37.09398579999999,-93.81950690000001,LOC,"“I saw him move in on Miss Mount,” said an older voice",79,1
80,425,London,51.5073509,-0.12775830000000002,GPE,"The wide green lawn, with its cedar trees and swan pond, had been disfigured by huts thrown up in haste to accommodate the hundreds of staff from London",80,0
81,637,red brick,39.9375686,-82.9877777,FAC,"She crossed the park to the house, an ornate Victorian mansion built of red brick",81,1
82,85,Copenhagen,55.676096799999996,12.568337199999998,GPE,"On her desk, she found a package from Copenhagen",82,0
83,490,Poland,51.919438,19.145135999999997,GPE,"After Hitler’s invasion of Poland, she had laid the foundations of a small spy network in Denmark",83,0
84,173,Denmark,56.26392,9.501785,GPE,"After Hitler’s invasion of Poland, she had laid the foundations of a small spy network in Denmark",84,0
85,174,Denmark,56.26392,9.501785,GPE,This achievement by Hermia—unique for a woman—had won her promotion to head of the Denmark desk,85,0
86,175,Denmark,56.26392,9.501785,GPE,"There was a batch of reports, already decrypted for her by the code room, on German military dispositions in Denmark: army bases on the central island of Fyn; naval traffic in the Kattegat, the sea that separated Denmark from Sweden; and the names of senior German officers in Copenhagen",86,0
87,310,Fyn,55.3290605,10.235290800000001,GPE,"There was a batch of reports, already decrypted for her by the code room, on German military dispositions in Denmark: army bases on the central island of Fyn; naval traffic in the Kattegat, the sea that separated Denmark from Sweden; and the names of senior German officers in Copenhagen",87,0
88,176,Denmark,56.26392,9.501785,GPE,"There was a batch of reports, already decrypted for her by the code room, on German military dispositions in Denmark: army bases on the central island of Fyn; naval traffic in the Kattegat, the sea that separated Denmark from Sweden; and the names of senior German officers in Copenhagen",88,0
89,570,Sweden,60.12816100000001,18.643501,GPE,"There was a batch of reports, already decrypted for her by the code room, on German military dispositions in Denmark: army bases on the central island of Fyn; naval traffic in the Kattegat, the sea that separated Denmark from Sweden; and the names of senior German officers in Copenhagen",89,0
90,86,Copenhagen,55.676096799999996,12.568337199999998,GPE,"There was a batch of reports, already decrypted for her by the code room, on German military dispositions in Denmark: army bases on the central island of Fyn; naval traffic in the Kattegat, the sea that separated Denmark from Sweden; and the names of senior German officers in Copenhagen",90,0
91,177,Denmark,56.26392,9.501785,GPE," The underground press was, so far, the only sign of resistance to the Nazis in Denmark",91,0
92,317,Germany,51.165690999999995,10.451526,GPE,"She glanced through it, reading an indignant article which claimed there was a shortage of butter because all of it was sent to Germany",92,0
93,178,Denmark,56.26392,9.501785,GPE,"The package had been smuggled out of Denmark to a go-between in Sweden, who passed it to the MI6 man at the British Legation in Stockholm",93,0
94,571,Sweden,60.12816100000001,18.643501,GPE,"The package had been smuggled out of Denmark to a go-between in Sweden, who passed it to the MI6 man at the British Legation in Stockholm",94,0
95,545,Stockholm,59.329323499999994,18.068580800000003,GPE,"The package had been smuggled out of Denmark to a go-between in Sweden, who passed it to the MI6 man at the British Legation in Stockholm",95,0
96,546,Stockholm,59.329323499999994,18.068580800000003,GPE,With the package was a note from the go-between saying he had also passed a copy ofRealityto the Reuters wire service in Stockholm,96,0
97,73,Chelsea,36.5402086,-95.439145,GPE,Margaret Mount lived in a small house in Chelsea,97,1
98,26,Bletchley,52.002175,-0.7501369999999999,GPE,Today the two had come by train to Bletchley to inspect Hermia’s lodgings,98,0
99,369,Hermia,49.115738,-117.72160500000001,GPE,Today the two had come by train to Bletchley to inspect Hermia’s lodgings,99,3
100,547,Stockholm,59.329323499999994,18.068580800000003,GPE,"I wrote to him via the British Legation in Stockholm, and they forwarded the letter, but I never heard back, so I don’t know whether he got it",100,0
101,179,Denmark,56.26392,9.501785,GPE,"If Freya was a machine, and the Germans were using it to defend their borders, it might well be in Denmark",101,0
102,180,Denmark,56.26392,9.501785,GPE,"The library, at one time the finest in Denmark, was a separate building as large as the church",102,0
103,14,Baghdad,33.315241,44.3660671,GPE,“The British have entered Baghdad,103,0
104,61,Britain,55.378051,-3.435973,GPE,"“Go to your rooms and destroy anything that might indicate opposition to the Nazis or sympathy with Britain,” he had said",104,0
105,87,Copenhagen,55.676096799999996,12.568337199999998,GPE,"The school was in a village outside Copenhagen, and it was a year before they saw any Germans",105,0
106,181,Denmark,56.26392,9.501785,GPE,Denmark had surrendered within twenty-four hours,106,0
107,88,Copenhagen,55.676096799999996,12.568337199999998,GPE,"King Christian X rode out on horseback most days, showing himself to the people on the streets of Copenhagen, but it seemed an empty gesture",107,0
108,182,Denmark,56.26392,9.501785,GPE,"“Denmark has proved that a partial loss of independence, due to the exigencies of war, need not necessarily lead to undue hardship and strife",108,0
109,472,Norway,60.47202399999999,8.468945999999999,GPE,"“Sir, Norway was invaded on the same day as Denmark, but the Norwegians fought for two months",109,0
110,183,Denmark,56.26392,9.501785,GPE,"“Sir, Norway was invaded on the same day as Denmark, but the Norwegians fought for two months",110,0
111,473,Norway,60.47202399999999,8.468945999999999,GPE,"“Norway is a land of mountains and fjords, difficult to conquer,” he said, bringing his military expertise to bear",111,0
112,184,Denmark,56.26392,9.501785,GPE,“Denmark is a flat country with a good road system—impossible to defend against a large motorized army,112,0
113,185,Denmark,56.26392,9.501785,GPE,".” “Sir, don’t you think Herr Hitler’s philosophy of national pride and racial purity could be beneficial if adopted here in Denmark?” Woldemar Borr was the son of a prominent Danish Nazi",113,0
114,318,Germany,51.165690999999995,10.451526,GPE,“But Germany and Denmark are different countries,114,0
115,186,Denmark,56.26392,9.501785,GPE,“But Germany and Denmark are different countries,115,0
116,305,France,46.227638,2.213749,GPE,"If Duchwitz thinks our parliament is useless, he should compare our circumstances with those prevailing in France",116,0
117,334,Hamburg,53.5510846,9.9936819,GPE,“Will you advise friendly cooperation then?” “And why should they come for Duchwitz?” “The same reason they came for my uncle in Hamburg—because he’s a Jew,117,0
118,89,Copenhagen,55.676096799999996,12.568337199999998,GPE,He went into the little kitchen of their Copenhagen apartment and turned on the radio,118,0
119,90,Copenhagen,55.676096799999996,12.568337199999998,GPE,"He was a detective-inspector in the security unit, a section of the Copenhagen criminal investigation department whose job was to keep tabs on union organizers, communists, foreigners, and other potential troublemakers",119,0
120,306,France,46.227638,2.213749,GPE,"Juel’s liaison with the occupying power was General Walter Braun, a career soldier who had lost a lung in the battle of France",120,0
121,187,Denmark,56.26392,9.501785,GPE,Braun’s aim was to keep Denmark tranquil at all costs,121,0
122,572,Sweden,60.12816100000001,18.643501,GPE,Recently Peter had learned that copies ofRealitywere being smuggled to Sweden,122,0
123,17,Berlin,52.52000659999999,13.404954,GPE,"Last night, a Swedish detective who was a personal friend of Peter’s had called to say he thought the paper was being carried on a Lufthansa flight from Berlin to Stockholm that stopped at Copenhagen",123,0
124,548,Stockholm,59.329323499999994,18.068580800000003,GPE,"Last night, a Swedish detective who was a personal friend of Peter’s had called to say he thought the paper was being carried on a Lufthansa flight from Berlin to Stockholm that stopped at Copenhagen",124,0
125,91,Copenhagen,55.676096799999996,12.568337199999998,GPE,"Last night, a Swedish detective who was a personal friend of Peter’s had called to say he thought the paper was being carried on a Lufthansa flight from Berlin to Stockholm that stopped at Copenhagen",125,0
